"curve","x","density"
"Bulk spectrum",1.43210834671757,0.254376272684073
"Bulk spectrum",1.44601461925117,0.252661695367345
"Bulk spectrum",1.45992089178478,0.250964258012816
"Bulk spectrum",1.47382716431838,0.249284304177667
"Bulk spectrum",1.48773343685198,0.247622284996389
"Bulk spectrum",1.50163970938559,0.245978731526892
"Bulk spectrum",1.51554598191919,0.244354840640531
"Bulk spectrum",1.5294522544528,0.242753266794552
"Bulk spectrum",1.5433585269864,0.241171910658057
"Bulk spectrum",1.55726479952,0.239611034403214
"Bulk spectrum",1.57117107205361,0.238070712099647
"Bulk spectrum",1.58507734458721,0.236550811143058
"Bulk spectrum",1.59898361712081,0.235050986021896
"Bulk spectrum",1.61288988965442,0.233570684582592
"Bulk spectrum",1.62679616218802,0.232109419306245
"Bulk spectrum",1.64070243472163,0.230668466931476
"Bulk spectrum",1.65460870725523,0.229243990074703
"Bulk spectrum",1.66851497978883,0.227834964491144
"Bulk spectrum",1.68242125232244,0.226440426187863
"Bulk spectrum",1.69632752485604,0.225059518505274
"Bulk spectrum",1.71023379738965,0.223691532018109
"Bulk spectrum",1.72414006992325,0.222335935973312
"Bulk spectrum",1.73804634245685,0.220992400030854
"Bulk spectrum",1.75195261499046,0.21966276197436
"Bulk spectrum",1.76585888752406,0.218345335549201
"Bulk spectrum",1.77976516005767,0.217040452156512
"Bulk spectrum",1.79367143259127,0.215748589326014
"Bulk spectrum",1.80757770512487,0.214470287926859
"Bulk spectrum",1.82148397765848,0.21320610317603
"Bulk spectrum",1.83539025019208,0.211956554693801
"Bulk spectrum",1.84929652272568,0.210722077304358
"Bulk spectrum",1.86320279525929,0.209505185382417
"Bulk spectrum",1.87710906779289,0.208304025576825
"Bulk spectrum",1.8910153403265,0.207118042887958
"Bulk spectrum",1.9049216128601,0.205946772264607
"Bulk spectrum",1.9188278853937,0.204789534985924
"Bulk spectrum",1.93273415792731,0.203645458297349
"Bulk spectrum",1.94664043046091,0.20251350404434
"Bulk spectrum",1.96054670299452,0.201392505380354
"Bulk spectrum",1.97445297552812,0.200282219477299
"Bulk spectrum",1.98835924806172,0.199180238514864
"Bulk spectrum",2.00226552059533,0.198085014932608
"Bulk spectrum",2.01617179312893,0.196995478384853
"Bulk spectrum",2.03007806566254,0.195910711852875
"Bulk spectrum",2.04398433819614,0.194829978516378
"Bulk spectrum",2.05789061072974,0.193752740267038
"Bulk spectrum",2.07179688326335,0.19267866750329
"Bulk spectrum",2.08570315579695,0.191607991972198
"Bulk spectrum",2.09960942833055,0.190540732147158
"Bulk spectrum",2.11351570086416,0.189477075219583
"Bulk spectrum",2.12742197339776,0.188417494843827
"Bulk spectrum",2.14132824593137,0.187362550548098
"Bulk spectrum",2.15523451846497,0.186312856390463
"Bulk spectrum",2.16914079099857,0.185269051176362
