"normal_quantile","empirical_quantile"
-0.476104403489395,-0.46375546386445
-0.474233603148933,-0.462465125741172
-0.472364461106095,-0.459528101972119
-0.470496967904941,-0.457272501716066
-0.468631114137526,-0.456799527394303
-0.46676689044348,-0.454591673209826
-0.464904287509594,-0.45269253922591
-0.463043296069413,-0.45139335736283
-0.461183906902825,-0.451250839877848
-0.459326110835663,-0.449730763726478
-0.457469898739305,-0.445740801817019
-0.455615261530281,-0.444163843126404
-0.453762190169879,-0.44149551917588
-0.451910675663763,-0.43979356370603
-0.450060709061585,-0.439372630806631
-0.448212281456609,-0.438930586882925
-0.446365383985334,-0.437962400403961
-0.44452000782712,-0.437642094532213
-0.442676144203821,-0.436150940363353
-0.440833784379422,-0.43607958770705
-0.43899291965967,-0.434695442820893
-0.437153541391722,-0.431823434218991
-0.435315640963789,-0.431595790616846
-0.433479209804779,-0.428805255561103
-0.431644239383956,-0.428717468282671
-0.429810721210588,-0.427084551739843
-0.427978646833609,-0.427035695230913
-0.426148007841278,-0.424962392202527
-0.424318795860844,-0.424297342920264
-0.422491002558212,-0.424215471631486
-0.420664619637615,-0.423810768229528
-0.418839638841287,-0.421091275512239
-0.417016051949136,-0.417425470536755
-0.415193850778427,-0.416742608204765
-0.413373027183463,-0.416563888761246
-0.411553573055269,-0.414069892559339
-0.409735480321281,-0.413762602927524
-0.407918740945035,-0.412380531349649
-0.406103346925861,-0.408477660706219
-0.404289290298579,-0.407683635404531
-0.402476563133199,-0.40646823935535
-0.40066515753462,-0.405868477292774
-0.398855065642337,-0.403244030181445
-0.397046279630143,-0.401641270374265
-0.395238791705844,-0.401599087256718
-0.393432594110967,-0.401418303607176
-0.391627679120473,-0.400290710374976
-0.389824039042481,-0.399820986097003
-0.388021666217977,-0.39590485406256
-0.386220553020544,-0.392220678752404
-0.384420691856081,-0.391910574704685
-0.382622075162534,-0.390518153693186
-0.380824695409619,-0.390336104494213
-0.379028545098558,-0.388379181267354
-0.377233616761812,-0.388377508564524
-0.375439902962811,-0.380517970123066
-0.3736473962957,-0.380405675010738
-0.371856089385075,-0.380319998948344
-0.370065974885723,-0.379813720842984
-0.368277045482372,-0.378494943852566
-0.366489293889434,-0.377321956884391
-0.364702712850752,-0.376170594411914
-0.362917295139356,-0.375618492075338
-0.361133033557212,-0.373054534476547
-0.359349920934978,-0.371483428283095
-0.357567950131761,-0.370477522348268
-0.355787114034875,-0.370143134554456
-0.354007405559604,-0.369908120251077
-0.352228817648962,-0.36914301032099
-0.350451343273461,-0.366993662793171
-0.348674975430875,-0.366833751603167
-0.34689970714601,-0.366295782650251
-0.345125531470472,-0.366072926966419
-0.343352441482445,-0.365836220791454
-0.341580430286458,-0.362758373878453
-0.339809491013167,-0.360986038289643
-0.338039616819126,-0.360227529969953
-0.336270800886575,-0.359637472225028
-0.334503036423212,-0.358269849586425
-0.332736316661985,-0.357946558251452
-0.330970634860867,-0.355410085333632
-0.329205984302651,-0.353092901049086
-0.327442358294733,-0.352693639793143
