"normal_quantile","empirical_quantile"
-0.0945570492247061,0.0478128880192643
-0.0928786087772564,0.0480422693139519
-0.0912004299433268,0.0494480449478575
-0.0895225079166037,0.0510625353303605
-0.0878448378958717,0.0513260189014559
-0.0861674150849155,0.053903141591635
-0.0844902346924217,0.0544367444653081
-0.0828132919318812,0.0546938335314559
-0.0811365820214924,0.0547479371024085
-0.0794601001840633,0.058042094338495
-0.0777838416469152,0.0582726849978877
-0.0761078016417856,0.059226199569892
-0.0744319754047326,0.0602255250963077
-0.0727563581760375,0.0614478821372688
-0.0710809452001096,0.0616018261281984
-0.0694057317253909,0.0643033859557317
-0.0677307130042592,0.065594062755127
-0.0660558842929336,0.0657887868735817
-0.0643812408513797,0.0672227500597353
-0.0627067779432138,0.06748461621065
-0.0610324908356084,0.0698014780318535
-0.059358374799198,0.0700486886613104
-0.0576844251079842,0.0701888579214047
-0.0560106370392413,0.070506895348703
-0.0543370058734232,0.0723550265446647
-0.0526635268940685,0.0732749341922228
-0.0509901953877066,0.0739827478565223
-0.0493170066437654,0.0754106875521667
-0.0476439559544766,0.0792623804633647
-0.0459710386147824,0.0802431200364183
-0.0442982499222434,0.0843847082883662
-0.0426255851769444,0.0849925480363884
-0.0409530396814019,0.0853498288600069
-0.0392806087404718,0.0881078270088935
-0.0376082876612559,0.0916861191247366
-0.0359360717530097,0.092125612760356
-0.0342639563270501,0.0961355231753659
-0.0325919366966631,0.0967120204374931
-0.0309200081770108,0.0975990472672255
-0.0292481660850405,0.0977606024352405
-0.0275764057393917,0.097930985240081
-0.0259047224603043,0.102807899330433
-0.0242331115695267,0.104680533279528
-0.0225615683902247,0.108690601558535
-0.0208900882468886,0.109142566459615
-0.019218666465242,0.109514094514692
-0.0175472983721508,0.109644811226562
-0.0158759792955307,0.109694760851716
-0.0142047045642562,0.110059735003029
-0.0125334695080693,0.110850014824011
-0.0108622694574874,0.111128422136039
-0.00919109974371266,0.113276236142981
-0.00751995569854052,0.118119137810273
-0.00584883265426801,0.118988927986734
-0.00417772594360267,0.119775777299978
-0.00250663089957177,0.123463173819297
-0.000835542855430219,0.123793623522654
0.00083554285543008,0.125869654481927
0.00250663089957177,0.131290010692459
0.00417772594360281,0.132101437923277
0.00584883265426788,0.132397481310947
0.00751995569854052,0.136947705018426
0.0091910997437128,0.13753507958134
0.0108622694574873,0.137659581137446
0.0125334695080693,0.141946346235404
0.0142047045642564,0.142489421028977
0.0158759792955306,0.144443860795074
0.0175472983721508,0.147450649514856
0.0192186664652421,0.148167798391946
0.0208900882468884,0.148269094748445
0.0225615683902247,0.151130324746159
0.0242331115695269,0.151405641912166
0.0259047224603042,0.156015398639964
